_id,level,unit,title,epoch,ts
61714e911c491db4d78e7de6,1.953,W,Potencia Casa,1634815631,2021-10-21 11:27:11
61714e9b1c491db4d78e7de7,0.0,W,Potencia Casa,1634815634,2021-10-21 11:27:14
61714ea51c491db4d78e7de8,16.334,W,Potencia Casa,1634815645,2021-10-21 11:27:25
61714eaf1c491db4d78e7de9,16.334,W,Potencia Casa,1634815645,2021-10-21 11:27:25
61714eb91c491db4d78e7dea,16.334,W,Potencia Casa,1634815645,2021-10-21 11:27:25
61714ec31c491db4d78e7deb,52.048,W,Potencia Casa,1634815675,2021-10-21 11:27:55
61714ecd1c491db4d78e7dec,3.234,W,Potencia Casa,1634815685,2021-10-21 11:28:05
61714ed71c491db4d78e7ded,3.203,W,Potencia Casa,1634815695,2021-10-21 11:28:15
61714ee11c491db4d78e7dee,15.311,W,Potencia Casa,1634815705,2021-10-21 11:28:25
61714eec1c491db4d78e7def,3.198,W,Potencia Casa,1634815715,2021-10-21 11:28:35
61714ef61c491db4d78e7df0,15.725,W,Potencia Casa,1634815725,2021-10-21 11:28:45
61714f001c491db4d78e7df1,3.276,W,Potencia Casa,1634815735,2021-10-21 11:28:55
61714f0a1c491db4d78e7df2,9.653,W,Potencia Casa,1634815751,2021-10-21 11:29:11
61714f151c491db4d78e7df3,3.234,W,Potencia Casa,1634815756,2021-10-21 11:29:16
61714f1f1c491db4d78e7df4,17.916,W,Potencia Casa,1634815767,2021-10-21 11:29:27
61714f291c491db4d78e7df5,3.286,W,Potencia Casa,1634815776,2021-10-21 11:29:36
61714f331c491db4d78e7df6,16.892,W,Potencia Casa,1634815786,2021-10-21 11:29:46
61714f3d1c491db4d78e7df7,31.274,W,Potencia Casa,1634815797,2021-10-21 11:29:57
61714f471c491db4d78e7df8,31.274,W,Potencia Casa,1634815797,2021-10-21 11:29:57
61714f511c491db4d78e7df9,9.627,W,Potencia Casa,1634815817,2021-10-21 11:30:17
61714f5b1c491db4d78e7dfa,24.83,W,Potencia Casa,1634815827,2021-10-21 11:30:27
61714f651c491db4d78e7dfb,9.534,W,Potencia Casa,1634815837,2021-10-21 11:30:37
61714f701c491db4d78e7dfc,62.812,W,Potencia Casa,1634815847,2021-10-21 11:30:47
61714f7a1c491db4d78e7dfd,9.3479992,W,Potencia Casa,1634815857,2021-10-21 11:30:57
61714f841c491db4d78e7dfe,9.389,W,Potencia Casa,1634815871,2021-10-21 11:31:11
61714f8e1c491db4d78e7dff,9.389,W,Potencia Casa,1634815871,2021-10-21 11:31:11
61714f981c491db4d78e7e00,9.389,W,Potencia Casa,1634815871,2021-10-21 11:31:11
61714fa21c491db4d78e7e01,9.26,W,Potencia Casa,1634815898,2021-10-21 11:31:38
61714fac1c491db4d78e7e02,41.1279968,W,Potencia Casa,1634815908,2021-10-21 11:31:48
61714fb61c491db4d78e7e03,8.2110008,W,Potencia Casa,1634815918,2021-10-21 11:31:58
61714fc01c491db4d78e7e04,8.2110008,W,Potencia Casa,1634815918,2021-10-21 11:31:58
61714fca1c491db4d78e7e05,3.183,W,Potencia Casa,1634815938,2021-10-21 11:32:18
61714fd51c491db4d78e7e06,3.183,W,Potencia Casa,1634815938,2021-10-21 11:32:18
61714fdf1c491db4d78e7e07,17.807,W,Potencia Casa,1634815958,2021-10-21 11:32:38
61714fe91c491db4d78e7e08,1951.5359232,W,Potencia Casa,1634815968,2021-10-21 11:32:48
61714ff31c491db4d78e7e09,1960.061952,W,Potencia Casa,1634815978,2021-10-21 11:32:58
61714ffd1c491db4d78e7e0a,1872.9310208,W,Potencia Casa,1634815989,2021-10-21 11:33:09
617150071c491db4d78e7e0b,1949.060096,W,Potencia Casa,1634815999,2021-10-21 11:33:19
617150111c491db4d78e7e0c,1949.7111552,W,Potencia Casa,1634816012,2021-10-21 11:33:32
6171501c1c491db4d78e7e0d,1984.7481344,W,Potencia Casa,1634816019,2021-10-21 11:33:39
617150271c491db4d78e7e0e,1905.9730432,W,Potencia Casa,1634816029,2021-10-21 11:33:49
617150311c491db4d78e7e0f,1905.5128576,W,Potencia Casa,1634816040,2021-10-21 11:34:00
6171503b1c491db4d78e7e10,1905.5128576,W,Potencia Casa,1634816040,2021-10-21 11:34:00
617150461c491db4d78e7e11,1905.5128576,W,Potencia Casa,1634816040,2021-10-21 11:34:00
617150501c491db4d78e7e12,1907.1299584,W,Potencia Casa,1634816071,2021-10-21 11:34:31
6171505a1c491db4d78e7e13,1908.267008,W,Potencia Casa,1634816081,2021-10-21 11:34:41
617150651c491db4d78e7e14,1906.3140352,W,Potencia Casa,1634816091,2021-10-21 11:34:51
6171506f1c491db4d78e7e15,1907.2489472,W,Potencia Casa,1634816108,2021-10-21 11:35:08
617150791c491db4d78e7e16,1907.2489472,W,Potencia Casa,1634816108,2021-10-21 11:35:08
617150831c491db4d78e7e17,1873.6080896,W,Potencia Casa,1634816121,2021-10-21 11:35:21
6171508d1c491db4d78e7e18,1907.9829504,W,Potencia Casa,1634816132,2021-10-21 11:35:32
617150971c491db4d78e7e19,1909.0839552,W,Potencia Casa,1634816142,2021-10-21 11:35:42
617150a11c491db4d78e7e1a,1907.6829184,W,Potencia Casa,1634816152,2021-10-21 11:35:52
617150ab1c491db4d78e7e1b,1914.2049792,W,Potencia Casa,1634816166,2021-10-21 11:36:06
617150b61c491db4d78e7e1c,1908.8769024,W,Potencia Casa,1634816172,2021-10-21 11:36:12
617150c01c491db4d78e7e1d,1907.0789632,W,Potencia Casa,1634816182,2021-10-21 11:36:22
617150ca1c491db4d78e7e1e,1910.1999104,W,Potencia Casa,1634816192,2021-10-21 11:36:32
617150d41c491db4d78e7e1f,1909.8689536,W,Potencia Casa,1634816202,2021-10-21 11:36:42
617150de1c491db4d78e7e20,1922.1159936,W,Potencia Casa,1634816214,2021-10-21 11:36:54
617150e81c491db4d78e7e21,1922.1159936,W,Potencia Casa,1634816214,2021-10-21 11:36:54
617150f21c491db4d78e7e22,1942.0319744,W,Potencia Casa,1634816232,2021-10-21 11:37:12
617150fc1c491db4d78e7e23,1960.109056,W,Potencia Casa,1634816243,2021-10-21 11:37:23
617151061c491db4d78e7e24,1880.23296,W,Potencia Casa,1634816253,2021-10-21 11:37:33
617151111c491db4d78e7e25,1880.23296,W,Potencia Casa,1634816253,2021-10-21 11:37:33
6171511b1c491db4d78e7e26,1956.9360896,W,Potencia Casa,1634816273,2021-10-21 11:37:53
617151251c491db4d78e7e27,1963.7979136,W,Potencia Casa,1634816287,2021-10-21 11:38:07
6171512f1c491db4d78e7e28,1951.6700672,W,Potencia Casa,1634816293,2021-10-21 11:38:13
